URL,Base Directory,Path,Form,Form Entry,Presentation Template
http://nihseniorhealth.gov/accessibility.html,/iwmnt/default/main/nihseniorhealth/WORKAREA/johnsonpd,htdocs/accessibility.html,templatedata/site/simple/datacapture.cfg,templatedata/site/simple/data/accessibility.dcr,templatedata/site/simple/presentation/simple.tpl
http://nihseniorhealth.gov/alpha.html,/iwmnt/default/main/nihseniorhealth/WORKAREA/johnsonpd,htdocs/alpha.html,,,
http://nihseniorhealth.gov/category/bonesandjoints.html,/iwmnt/default/main/nihseniorhealth/WORKAREA/johnsonpd,htdocs/category/bonesandjoints.html,,,
http://nihseniorhealth.gov/category/cancer.html,/iwmnt/default/main/nihseniorhealth/WORKAREA/johnsonpd,htdocs/category/cancer.html,,,
http://nihseniorhealth.gov/category/diseasesandconditions.html,/iwmnt/default/main/nihseniorhealth/WORKAREA/johnsonpd,htdocs/category/diseasesandconditions.html,,,
http://nihseniorhealth.gov/category/healthyaging.html,/iwmnt/default/main/nihseniorhealth/WORKAREA/johnsonpd,htdocs/category/healthyaging.html,,,
http://nihseniorhealth.gov/category/heartandlungs.html,/iwmnt/default/main/nihseniorhealth/WORKAREA/johnsonpd,htdocs/category/heartandlungs.html,,,
http://nihseniorhealth.gov/category/memoryandmentalhealth.html,/iwmnt/default/main/nihseniorhealth/WORKAREA/johnsonpd,htdocs/category/memoryandmentalhealth.html,,,
http://nihseniorhealth.gov/category/treatmentsandtherapies.html,/iwmnt/default/main/nihseniorhealth/WORKAREA/johnsonpd,htdocs/category/treatmentsandtherapies.html,,,
http://nihseniorhealth.gov/category/visionandhearing.html,/iwmnt/default/main/nihseniorhealth/WORKAREA/johnsonpd,htdocs/category/visionandhearing.html,,,
http://nihseniorhealth.gov/copyright.html,/iwmnt/default/main/nihseniorhealth/WORKAREA/johnsonpd,htdocs/copyright.html,templatedata/site/simple/datacapture.cfg,templatedata/site/simple/data/copyright.dcr,templatedata/site/simple/presentation/simple.tpl
http://nihseniorhealth.gov/endoflife/index.html,/iwmnt/default/main/nihseniorhealth/WORKAREA/johnsonpd,htdocs/endoflife/index.html,,,
http://nihseniorhealth.gov/index.html,/iwmnt/default/main/nihseniorhealth/WORKAREA/johnsonpd,htdocs/index.html,templatedata/site/homepage/datacapture.cfg,templatedata/site/homepage/data/index.dcr,templatedata/site/homepage/presentation/homepage.tpl
http://nihseniorhealth.gov/privacy.html,/iwmnt/default/main/nihseniorhealth/WORKAREA/johnsonpd,htdocs/privacy.html,templatedata/site/simple/datacapture.cfg,templatedata/site/simple/data/privacy.dcr,templatedata/site/simple/presentation/simple.tpl
http://nihseniorhealth.gov/siteindex.html,/iwmnt/default/main/nihseniorhealth/WORKAREA/johnsonpd,htdocs/siteindex.html,templatedata/site/simple/datacapture.cfg,templatedata/site/simple/data/siteindex.dcr,templatedata/site/simple/presentation/simple.tpl
http://nihseniorhealth.gov/stories/stories.html,/iwmnt/default/main/nihseniorhealth/WORKAREA/johnsonpd,htdocs/stories/stories.html,templatedata/topic/storiestoc/datacapture.cfg,templatedata/topic/storiestoc/data/stories/stories.dcr,templatedata/topic/storiestoc/presentation/storiestoc.tpl
http://nihseniorhealth.gov/toolkit/toolkit.html,/iwmnt/default/main/nihseniorhealth/WORKAREA/johnsonpd,htdocs/toolkit/toolkit.html,templatedata/site/simple/datacapture.cfg,templatedata/site/simple/data/toolkit/toolkit.dcr,templatedata/site/simple/presentation/simple.tpl
http://nihseniorhealth.gov/videolist.html,/iwmnt/default/main/nihseniorhealth/WORKAREA/johnsonpd,htdocs/videolist.html,templatedata/site/simple/datacapture.cfg,templatedata/site/simple/data/videolist.dcr,templatedata/site/simple/presentation/simple.tpl
